Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
358,Beethoven,Sinfonie Nr. 9,4,3,4,3,5,2,1,1,1,,UgkxvVpIoaNTe9zVvrjJp3fYNI_-qohSQHrz,classic,tracks/UgkxvVpIoaNTe9zVvrjJp3fYNI_-qohSQHrz.mp3
603,Maria Bethï¿½nia,Olhos Nos Olhos,4,2,3,5,5,2,2,1,4,1UBJvypv5W1GNoplpc2EYl,,jazz,tracks/1UBJvypv5W1GNoplpc2EYl.mp3
179,Gucci Mane,Tone It Down,2,2,1,2,3,5,4,4,1,0iTCmKvuU1ReULiQB0rI7n,Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU,hip_hop,tracks/Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU.mp3
481,Leslie Clio,I Couldnt Care Less,3,1,1,2,4,5,3,2,1,7kX5DiuPwRlYwPAHoOHFOg,UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD,pop,tracks/UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD.mp3
530,Hey Judeschka!,ImmerwiederSommertag,3,2,3,4,5,2,1,1,2,0Us9gRoh9xyD6aPSo1SBIR,UgkxWLVqzZ11njLTSueB2OPYpS2MgTWdFEDZ,pop,tracks/0Us9gRoh9xyD6aPSo1SBIR.mp3
293,Kylie Minogue,Skirt,2,2,2,2,1,5,5,4,1,4HS4veWZYPzHvEmVxrVEoy,,electronic,tracks/4HS4veWZYPzHvEmVxrVEoy.mp3
363,Vivaldi,L'Estro Armonico (Concerto No. 9),4,5,4,3,5,5,2,2,1,,UgkxNHh8ncrNUahwZ7U7s7JrSXY1o46PTT90,classic,tracks/UgkxNHh8ncrNUahwZ7U7s7JrSXY1o46PTT90.mp3
5,Ace of Base,Lucky Love,4,3,5,2,3,5,5,2,1,2O5MugeVVDlVs4ThMCy1Lm,,pop,tracks/2O5MugeVVDlVs4ThMCy1Lm.mp3
197,Eminem,Rap God,5,4,2,2,2,5,5,4,1,6or1bKJiZ06IlK0vFvY75k,UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj,hip_hop,tracks/UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj.mp3
604,Daft Punk,Give Life Back to Music,2,1,2,1,3,5,4,1,1,0dEIca2nhcxDUV8C5QkPYb,,funk_soul,tracks/0dEIca2nhcxDUV8C5QkPYb.mp3
602,Britney Spears,"I'm Not a Girl, Not Yet a Woman",5,5,5,5,4,5,5,2,3,1xg1yGPy1Y3YUf44s6TB1o,,pop,tracks/1xg1yGPy1Y3YUf44s6TB1o.mp3
463,Brett Dennen,She's Mine,3,2,3,5,5,4,1,2,1,5MnmTKjatNTY3BJ2DURVjE,UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta,pop,tracks/UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta.mp3
261,Die Orsons,Ventilator,2,1,1,1,1,4,1,3,1,5j9djud18VQob3Ec3FUoy0,UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga,hip_hop,tracks/UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga.mp3
339,Albinoni,"Concerto a cinque No. 2, Op. 9",4,4,4,4,5,4,4,1,1,0Ouz5wpLFbtXjAdxLRydQq,Ugkx7QaRr74MIB_wCxjYWqJA7eGohu68O2Gq,classic,tracks/Ugkx7QaRr74MIB_wCxjYWqJA7eGohu68O2Gq.mp3
452,Ed Sheeran,Happier,4,2,5,4,4,1,1,2,5,2RttW7RAu5nOAfq6YFvApB,,rock,tracks/2RttW7RAu5nOAfq6YFvApB.mp3
614,Beverley Knight,Hurricane Jane,4,3,5,5,5,4,4,1,1,4zcSLDrG6E0GkysBuh2fD3,,funk_soul,tracks/4zcSLDrG6E0GkysBuh2fD3.mp3
38,Donna Summer,Winter Melody,4,4,5,5,5,5,4,1,2,1zHOjqf8DqjNq6OB7Y5mrF,,funk_soul,tracks/1zHOjqf8DqjNq6OB7Y5mrF.mp3
657,Knife Party,Centipede,2,2,2,1,1,4,4,5,1,0u2AIKDVafHwCFQ9LDnqxH,,electronic,tracks/0u2AIKDVafHwCFQ9LDnqxH.mp3
445,B.J. Thomas,Rock And Roll Lullaby,2,2,5,4,5,3,1,1,2,3aVNV6pawEERvfdurW66ZT,,rock,tracks/3aVNV6pawEERvfdurW66ZT.mp3
584,Lola Marsh,Wishing Girl,3,3,2,2,4,3,1,2,1,2iawlVRHk4Q9aPg0OgG20D,UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg,pop,tracks/UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg.mp3
162,Passion Pit,Sleepyhead,2,2,2,1,2,5,3,3,1,4prEPl61C8qZpeo3IkYSMl,,electronic,tracks/4prEPl61C8qZpeo3IkYSMl.mp3
67,Itamar Assumpï¿½ï¿½o,Beijo na Boca,3,1,2,2,4,5,3,1,1,034M638G8hvIQ5WfSxJ9gS,,funk_soul,tracks/034M638G8hvIQ5WfSxJ9gS.mp3
124,Michael Learns to Rock,Paint My Love,3,2,5,5,5,3,1,1,3,523iOSL6R2OomhVMGcfxdy,,pop,tracks/523iOSL6R2OomhVMGcfxdy.mp3
39,Tonight Alive,Let It Land,2,4,5,1,2,5,5,3,2,3aKPJyIFrJAPTPWs2yy0IX,,rock,tracks/3aKPJyIFrJAPTPWs2yy0IX.mp3
4,Kylie Minogue,Please Stay (7th District Radio Mix),2,2,2,1,2,5,5,3,1,5MqHbBqicUU0wyXwk7TJR7,,pop,tracks/5MqHbBqicUU0wyXwk7TJR7.mp3
33,October Tide,Blackness Devours,3,4,1,1,1,2,5,5,3,5KjDr2aEWTdOxdOs4gcuac,,rock,tracks/5KjDr2aEWTdOxdOs4gcuac.mp3
605,Boys Like Girls,Leaving California,4,3,4,5,5,2,2,1,5,0Vm3wrODAsNdUvCcy15aZT,,rock,tracks/0Vm3wrODAsNdUvCcy15aZT.mp3
280,Tom Doolie,Blue Book,2,2,5,4,5,2,1,2,1,3E4LT4SvrEhGKIzyAeezEa,,hip_hop,tracks/3E4LT4SvrEhGKIzyAeezEa.mp3
533,Chain Smokers,Paris,4,1,5,4,4,4,2,1,1,15vzANxN8G9wWfwAJLLMCg,UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80,pop,tracks/UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80.mp3
99,Lana Del Rey,Born to Die,3,2,5,4,4,1,2,2,5,487OPlneJNni3NWC8SYqhW,,pop,tracks/487OPlneJNni3NWC8SYqhW.mp3
718,Bjï¿½rk,Enjoy,4,3,3,2,1,2,5,5,2,6JQVN9gi04NCK1tiz0aQA1,,electronic,tracks/6JQVN9gi04NCK1tiz0aQA1.mp3
579,Bag Raiders,Shooting Stars,5,2,4,2,4,5,3,2,1,0UeYCHOETPfai02uskjJ3x,UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH,pop,tracks/UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH.mp3
236,A$AP Rocky,Fashion Killa,1,2,2,2,2,3,2,3,1,0O3TAouZE4vL9dM5SyxgvH,Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs,hip_hop,tracks/Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs.mp3
385,Mariah Carey,Want You,2,2,3,3,4,3,4,2,2,0bYg9bo50gSsH3LtXe2SQn,,funk_soul,tracks/0bYg9bo50gSsH3LtXe2SQn.mp3
433,Katy B,Katy on a Mission,2,2,1,1,1,2,4,2,1,47uhrF6IvyE2eUyyfLAEzf,,electronic,tracks/47uhrF6IvyE2eUyyfLAEzf.mp3
345,Grieg,Norwegische Tï¿½nze,4,5,1,1,2,5,5,5,1,,Ugkxcc9YKG2q1GfRf8iIrnDt57MeAktVbXQ4,classic,tracks/Ugkxcc9YKG2q1GfRf8iIrnDt57MeAktVbXQ4.mp3
355,Verdi,der Troubadour,3,3,1,2,3,5,4,2,1,,UgkxKBHZ5fuExQ4dwhTRRQtwxOKePzXeczYe,classic,tracks/UgkxKBHZ5fuExQ4dwhTRRQtwxOKePzXeczYe.mp3
459,Neil Diamind,Sweet Caroline,5,4,4,3,1,5,3,1,1,62AuGbAkt8Ox2IrFFb8GKV,UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw,pop,tracks/UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw.mp3
415,Christina Aguilera,I Got Trouble,2,2,4,4,5,4,4,2,1,6eRY1OgTVUeqtyEviApFaw,,jazz,tracks/6eRY1OgTVUeqtyEviApFaw.mp3
507,Gotye,Somebody That I Used To Know,4,3,5,3,4,5,2,1,3,6md4w95cnKaW64JyEQ3A0L,UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH,pop,tracks/UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH.mp3
186,Killer Mike,A.D.I.D.A.S.,3,1,1,1,3,5,2,2,1,3ghaPXI1bdNDeYpfCEv1Gw,UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3,hip_hop,tracks/UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3.mp3
467,Keane,Everybodys Changing,4,3,5,2,5,5,2,1,2,0yac0FPhLRH9i9lOng3f81,UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT,pop,tracks/UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT.mp3
524,Luis Fonsi,Despacito,4,2,3,4,1,5,4,2,1,6habFhsOp2NvshLv26DqMb,Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy,pop,tracks/Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy.mp3
693,Chico Buarque,Tatuagem,2,1,2,3,5,1,1,1,2,2eNz0RVTnVhleCBrZETeDG,,jazz,tracks/2eNz0RVTnVhleCBrZETeDG.mp3
260,Soul Position,Priceless,2,1,1,1,3,5,1,2,1,7I4ozG1g4D5H7FvKkMe27n,UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8,hip_hop,tracks/UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8.mp3
509,Theo Katzman,Hard Work,5,2,2,1,4,5,4,2,1,3gaQbhacVKwcsatM0FlSa9,UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO,pop,tracks/UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO.mp3
333,Debussy,Prï¿½lude ï¿½ l'aprï¿½s-midi d'un faune,5,4,5,3,5,3,1,2,2,,Ugkxw_ODJk-gald0IEzFtiGG9KHY9Ch9TmIg,classic,tracks/Ugkxw_ODJk-gald0IEzFtiGG9KHY9Ch9TmIg.mp3
153,Ella Fitzgerald,The Nearness Of You,4,3,5,5,5,3,2,1,2,39CdOo5GPGSIdxWDvyyWkr,,jazz,tracks/39CdOo5GPGSIdxWDvyyWkr.mp3
528,Mac Demarco,Salad Days,2,2,2,3,5,2,1,2,2,5VdaMUzoQetwxQwtWAd022,UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r,pop,tracks/UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r.mp3
304,Stevie Wonder,I Just Called to Say I Love You,4,2,5,5,5,5,2,1,2,6RNDeRnWsRMjPdNVgupZCs,,funk_soul,tracks/6RNDeRnWsRMjPdNVgupZCs.mp3
200,Travis Scott,Antidote,2,2,2,1,2,5,4,3,1,1wHZx0LgzFHyeIZkUydNXq,UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n,hip_hop,tracks/UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n.mp3
729,Toto,Hold the Line,3,4,3,1,1,5,5,3,1,4aVuWgvD0X63hcOCnZtNFA,,rock,tracks/4aVuWgvD0X63hcOCnZtNFA.mp3
78,Michael Jackson,Love Never Felt So Good,3,3,3,4,1,5,5,1,1,48td6xvpokdYwvbl3JIiXP,,funk_soul,tracks/48td6xvpokdYwvbl3JIiXP.mp3
312,Lakeside,Fantastic Voyage,3,2,3,1,2,5,4,2,1,0rc9Uwm4vmnQEfx5omLWWF,,funk_soul,tracks/0rc9Uwm4vmnQEfx5omLWWF.mp3
692,C.C. Catch,Strangers By Night,4,3,5,4,2,5,4,2,3,2fkWRtyjRGehSPjfWPxSjC,,pop,tracks/2fkWRtyjRGehSPjfWPxSjC.mp3
560,Rihanna,Work,2,1,1,2,2,5,3,2,1,72TFWvU3wUYdUuxejTTIzt,Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF,pop,tracks/Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF.mp3
42,Leona Lewis,Bleeding Love,3,2,5,5,4,4,5,1,3,7wZUrN8oemZfsEd1CGkbXE,,pop,tracks/7wZUrN8oemZfsEd1CGkbXE.mp3
133,Above & Beyond,Alchemy,3,5,1,2,3,3,4,2,2,0Xm3H8qUhiUALrZYJyf61f,,electronic,tracks/0Xm3H8qUhiUALrZYJyf61f.mp3
426,Ben E. King,Stand By Me,5,5,5,5,5,5,3,1,5,3SdTKo2uVsxFblQjpScoHy,,funk_soul,tracks/3SdTKo2uVsxFblQjpScoHy.mp3
587,Oasis,Don't Look Back In Anger,3,2,5,4,4,4,1,2,2,7ppPZa3TRUSGKaks9wH7VT,UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH,pop,tracks/UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH.mp3
624,Paul Davis,Cool Night,4,3,5,5,5,3,3,1,2,29KyVqHekckVGfxHn8QS7m,,rock,tracks/29KyVqHekckVGfxHn8QS7m.mp3
250,Nicki Minaj,Moment 4 Life,2,4,1,1,1,5,5,2,1,1ia019RqDK2o4QiANR1Dyn,UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU,hip_hop,tracks/UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU.mp3
661,Cheryl Lynn,Got To Be Real,3,2,4,2,2,5,4,3,1,58r4JuwHhXLAkttkaUZfLw,,funk_soul,tracks/58r4JuwHhXLAkttkaUZfLw.mp3
539,Namika,Lieblingsmensch,4,2,3,3,4,5,2,1,1,6oHDvarQSp0mf5AD1SyNH0,UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp,pop,tracks/UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp.mp3
361,Rachmaninow,Paganini Variations No. 18,5,2,5,4,5,4,1,1,1,,Ugkx-9RvVXKd6gOUhxagD894QCLuSQ29m1fU,classic,tracks/Ugkx-9RvVXKd6gOUhxagD894QCLuSQ29m1fU.mp3
192,BBou,Kanona,2,1,1,2,1,2,2,3,1,,Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf,hip_hop,tracks/Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf.mp3
220,N.E.R.D,Lemon,2,1,1,1,1,4,4,3,1,2LKlHBPHxLG5ArAXfF148n,UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW,hip_hop,tracks/UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW.mp3
